"location_id","make","type","subtype","euro_status","count_vehicles"
12,"MITSUBISHI","CARS","Off-Road","E6","6"
12,"MITSUBISHI","CARS","Off-Road","","7"
12,"MITSUBISHI","HCVs","Rigids 2 Axle 3501-7400 Kgs","E2","1"
12,"MITSUBISHI","HCVs","Rigids 2 Axle 7401-7500 Kgs","E5","2"
12,"MITSUBISHI","LCVs","4x4 Utilities","E2","1"
12,"MITSUBISHI","LCVs","Car-Type Pick-Up 2001-2600 Kgs","E3","3"
12,"MITSUBISHI","LCVs","Car-Type Pick-Up 2001-2600 Kgs","E4","2"
12,"MITSUBISHI","LCVs","Heavy Vans 2601-3500 Kgs","E2","1"
12,"MITSUBISHI","LCVs","Heavy Vans 2601-3500 Kgs","E5","1"
12,"MITSUBISHI","LCVs","Heavy Vans 2601-3500 Kgs","E6","1"
12,"MORGAN","CARS","exc. Off-Road","E4","1"
12,"NISSAN","CARS","exc. Off-Road","E2","11"
12,"NISSAN","CARS","exc. Off-Road","E3","97"
12,"NISSAN","CARS","exc. Off-Road","E4","41"
12,"NISSAN","CARS","exc. Off-Road","E5","153"
12,"NISSAN","CARS","exc. Off-Road","E6","9"
12,"NISSAN","CARS","exc. Off-Road","","19"
12,"NISSAN","CARS","Off-Road","E4","11"
12,"NISSAN","CARS","Off-Road","E6","10"
12,"NISSAN","LCVs","Heavy Vans 2601-3500 Kgs","E1","2"
12,"NISSAN","LCVs","Heavy Vans 2601-3500 Kgs","E3","5"
12,"NISSAN","LCVs","Heavy Vans 2601-3500 Kgs","E4","16"
12,"NISSAN","LCVs","Heavy Vans 2601-3500 Kgs","E5","6"
12,"NISSAN","LCVs","Heavy Vans 2601-3500 Kgs","E6","1"
12,"NISSAN","LCVs","Medium Vans 2001-2600 Kgs","E5","9"
12,"NISSAN","LCVs","Medium Vans 2001-2600 Kgs","E6","1"
12,"NISSAN","LCVs","Medium Vans 2001-2600 Kgs","","3"
12,"NISSAN","","","","17"
12,"OPEL","CARS","exc. Off-Road","","1"
12,"OPEL","","","","7"
12,"OPTARE","PSVs","Fare Stage Buses","E4","5"
12,"PEUGEOT","2/3 Wheelers","Motorcycles & Scooters","","1"
12,"PEUGEOT","CARS","exc. Off-Road","E1","2"
12,"PEUGEOT","CARS","exc. Off-Road","E2","6"
12,"PEUGEOT","CARS","exc. Off-Road","E3","83"
12,"PEUGEOT","CARS","exc. Off-Road","E4","123"
12,"PEUGEOT","CARS","exc. Off-Road","E5","86"
12,"PEUGEOT","CARS","exc. Off-Road","E6","20"
12,"PEUGEOT","CARS","exc. Off-Road","","15"
12,"PEUGEOT","LCVs","Car-Derived/Integral <2000 Kgs","E3","1"
12,"PEUGEOT","LCVs","Car-Derived/Integral <2000 Kgs","E4","6"
12,"PEUGEOT","LCVs","Heavy Vans 2601-3500 Kgs","E3","2"
12,"PEUGEOT","LCVs","Heavy Vans 2601-3500 Kgs","E5","5"
12,"PEUGEOT","LCVs","Heavy Vans 2601-3500 Kgs","E6","3"
12,"PEUGEOT","LCVs","Medium Vans 2001-2600 Kgs","E3","2"
12,"PEUGEOT","LCVs","Medium Vans 2001-2600 Kgs","E4","7"
12,"PEUGEOT","LCVs","Medium Vans 2001-2600 Kgs","E5","2"
12,"PIAGGIO","2/3 Wheelers","Motorcycles & Scooters","","1"
12,"PIAGGIO","LCVs","Car-Derived/Integral <2000 Kgs","E3","1"
12,"PORSCHE","CARS","exc. Off-Road","E0","1"
12,"PORSCHE","CARS","exc. Off-Road","E3","5"
12,"PORSCHE","CARS","exc. Off-Road","E4","2"
12,"PORSCHE","CARS","exc. Off-Road","E5","3"
12,"PORSCHE","CARS","exc. Off-Road","E6","2"
12,"PORSCHE","CARS","exc. Off-Road","","1"
12,"PORSCHE","CARS","Off-Road","E5","2"
12,"PORSCHE","CARS","Off-Road","E6","35"
12,"PORSCHE","CARS","Off-Road","","5"
12,"RENAULT","CARS","exc. Off-Road","6","1"
12,"RENAULT","CARS","exc. Off-Road","E1","3"
12,"RENAULT","CARS","exc. Off-Road","E3","34"
12,"RENAULT","CARS","exc. Off-Road","E4","80"
12,"RENAULT","CARS","exc. Off-Road","E5","53"
12,"RENAULT","CARS","exc. Off-Road","E6","31"
12,"RENAULT","CARS","exc. Off-Road","","5"
12,"RENAULT","LCVs","Car-Derived/Integral <2000 Kgs","E3","3"
12,"RENAULT","LCVs","Heavy Vans 2601-3500 Kgs","E3","2"
12,"RENAULT","LCVs","Heavy Vans 2601-3500 Kgs","E4","15"
12,"RENAULT","LCVs","Heavy Vans 2601-3500 Kgs","E5","4"
12,"RENAULT","LCVs","Heavy Vans 2601-3500 Kgs","E6","1"
12,"RENAULT","LCVs","Medium Vans 2001-2600 Kgs","E4","1"
12,"RENAULT","LCVs","Medium Vans 2001-2600 Kgs","E5","1"
12,"RENAULT","","","","2"
12,"RENAULT TRUCKS","LCVs","Heavy Vans 2601-3500 Kgs","E3","2"
12,"RENAULT TRUCKS","LCVs","Heavy Vans 2601-3500 Kgs","E5","1"
12,"ROVER","CARS","exc. Off-Road","E0","2"
12,"ROVER","CARS","exc. Off-Road","E1","1"
12,"ROVER","CARS","exc. Off-Road","E2","2"
12,"ROVER","CARS","exc. Off-Road","E3","3"
12,"ROVER","CARS","exc. Off-Road","","19"
12,"SAAB","CARS","exc. Off-Road","E0","1"
12,"SAAB","CARS","exc. Off-Road","E2","2"
12,"SAAB","CARS","exc. Off-Road","E3","13"
12,"SAAB","CARS","exc. Off-Road","E4","21"
12,"SAAB","CARS","exc. Off-Road","E5","1"
12,"SAAB","CARS","exc. Off-Road","","5"
12,"SCANIA","HCVs","Rigids 2 Axle >15000 Kgs","E4","1"
12,"SEAT","CARS","exc. Off-Road","E3","7"
12,"SEAT","CARS","exc. Off-Road","E4","12"
12,"SEAT","CARS","exc. Off-Road","E5","65"
12,"SEAT","CARS","exc. Off-Road","E6","17"
12,"SEAT","","","","5"
12,"SKODA","CARS","exc. Off-Road","E3","18"
12,"SKODA","CARS","exc. Off-Road","E4","80"
12,"SKODA","CARS","exc. Off-Road","E5","164"
12,"SKODA","CARS","exc. Off-Road","E6","58"
12,"SKODA","CARS","exc. Off-Road","","10"
12,"SKODA","CARS","Off-Road","E5","13"
12,"SKODA","","","","11"
12,"SMART","CARS","exc. Off-Road","E3","2"
12,"SMART","CARS","exc. Off-Road","E4","4"
12,"SMART","CARS","exc. Off-Road","E5","7"
12,"SMART","CARS","exc. Off-Road","E6","18"
12,"SMART","CARS","exc. Off-Road","","3"
12,"SMART","","","","2"
12,"SSANGYONG","CARS","exc. Off-Road","E4","3"
12,"SSANGYONG","CARS","Off-Road","E6","4"
12,"SUBARU","CARS","exc. Off-Road","E0","1"
12,"SUBARU","CARS","exc. Off-Road","E3","2"
12,"SUBARU","CARS","exc. Off-Road","E4","1"
12,"SUBARU","CARS","exc. Off-Road","E5","5"
12,"SUBARU","CARS","exc. Off-Road","","3"
12,"SUBARU","CARS","Off-Road","E4","1"
12,"SUBARU","CARS","Off-Road","E6","2"
12,"SUBARU","CARS","Off-Road","","2"
12,"SUNBEAM","CARS","exc. Off-Road","E0","1"
12,"Suppressed","CARS","exc. Off-Road","E4","1"
12,"Suppressed","LCVs","Heavy Vans 2601-3500 Kgs","E2","8"
12,"Suppressed","SPVs","Agricultural & Specialist","","2"
12,"SUZUKI","CARS","exc. Off-Road","E2","1"
12,"SUZUKI","CARS","exc. Off-Road","E3","6"
12,"SUZUKI","CARS","exc. Off-Road","E4","14"
12,"SUZUKI","CARS","exc. Off-Road","E5","7"
12,"SUZUKI","CARS","exc. Off-Road","E6","2"
12,"SUZUKI","CARS","Off-Road","E4","1"
12,"SUZUKI","CARS","Off-Road","E6","1"
12,"SUZUKI","CARS","Off-Road","","3"
12,"TESLA","CARS","exc. Off-Road","E6","8"
12,"TOYOTA","CARS","exc. Off-Road","E0","1"
12,"TOYOTA","CARS","exc. Off-Road","E2","3"
12,"TOYOTA","CARS","exc. Off-Road","E3","41"
12,"TOYOTA","CARS","exc. Off-Road","E4","99"
12,"TOYOTA","CARS","exc. Off-Road","E5","203"
12,"TOYOTA","CARS","exc. Off-Road","E6","62"
12,"TOYOTA","CARS","exc. Off-Road","","25"
12,"TOYOTA","CARS","Off-Road","E0","1"
12,"TOYOTA","CARS","Off-Road","E4","11"
12,"TOYOTA","CARS","Off-Road","E5","16"
12,"TOYOTA","CARS","Off-Road","E6","3"
12,"TOYOTA","CARS","Off-Road","","20"
12,"TOYOTA","LCVs","Heavy Vans 2601-3500 Kgs","E2","1"
12,"TOYOTA","LCVs","Heavy Vans 2601-3500 Kgs","E3","3"
12,"TOYOTA","LCVs","Heavy Vans 2601-3500 Kgs","E4","14"
12,"TOYOTA","LCVs","Heavy Vans 2601-3500 Kgs","E5","14"
12,"TOYOTA","","","","2"
12,"TRIUMPH","2/3 Wheelers","Motorcycles & Scooters","","1"
12,"TRIUMPH","CARS","exc. Off-Road","E0","1"
12,"VAUXHALL","CARS","exc. Off-Road","E2","2"
12,"VAUXHALL","CARS","exc. Off-Road","E3","94"
12,"VAUXHALL","CARS","exc. Off-Road","E4","164"
12,"VAUXHALL","CARS","exc. Off-Road","E5","146"
12,"VAUXHALL","CARS","exc. Off-Road","E6","65"
12,"VAUXHALL","CARS","exc. Off-Road","","37"
12,"VAUXHALL","CARS","Off-Road","E5","1"
12,"VAUXHALL","LCVs","Car-Derived/Integral <2000 Kgs","E3","15"
12,"VAUXHALL","LCVs","Car-Derived/Integral <2000 Kgs","E4","23"
12,"VAUXHALL","LCVs","Car-Derived/Integral <2000 Kgs","E5","5"
12,"VAUXHALL","LCVs","Car-Derived/Integral <2000 Kgs","E6","8"
12,"VAUXHALL","LCVs","Car-Derived/Integral <2000 Kgs","","1"
12,"VAUXHALL","LCVs","Heavy Vans 2601-3500 Kgs","E3","10"
12,"VAUXHALL","LCVs","Heavy Vans 2601-3500 Kgs","E4","11"
12,"VAUXHALL","LCVs","Heavy Vans 2601-3500 Kgs","E5","19"
12,"VAUXHALL","LCVs","Heavy Vans 2601-3500 Kgs","E6","4"
12,"VAUXHALL","LCVs","Medium Vans 2001-2600 Kgs","E4","1"
12,"VAUXHALL","LCVs","Medium Vans 2001-2600 Kgs","E5","14"
12,"VOLKSWAGEN","CARS","exc. Off-Road","6","10"
12,"VOLKSWAGEN","CARS","exc. Off-Road","E0","15"
12,"VOLKSWAGEN","CARS","exc. Off-Road","E1","5"
12,"VOLKSWAGEN","CARS","exc. Off-Road","E2","20"
12,"VOLKSWAGEN","CARS","exc. Off-Road","E3","118"
12,"VOLKSWAGEN","CARS","exc. Off-Road","E4","287"
12,"VOLKSWAGEN","CARS","exc. Off-Road","E5","506"
12,"VOLKSWAGEN","CARS","exc. Off-Road","E6","244"
12,"VOLKSWAGEN","CARS","exc. Off-Road","","163"
12,"VOLKSWAGEN","CARS","Off-Road","E4","12"
12,"VOLKSWAGEN","CARS","Off-Road","E5","18"
12,"VOLKSWAGEN","CARS","Off-Road","E6","52"
12,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E0","2"
12,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E2","15"
12,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E3","16"
12,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E4","7"
12,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E5","41"
12,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E6","7"
12,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","","1"
12,"VOLKSWAGEN","LCVs","Medium Vans 2001-2600 Kgs","E0","1"
12,"VOLKSWAGEN","LCVs","Medium Vans 2001-2600 Kgs","E4","4"
12,"VOLKSWAGEN","LCVs","Medium Vans 2001-2600 Kgs","E5","13"
12,"VOLKSWAGEN","LCVs","Medium Vans 2001-2600 Kgs","E6","1"
12,"VOLKSWAGEN","LCVs","Pickups","E6","5"
12,"VOLKSWAGEN","","","","10"
12,"VOLVO","CARS","exc. Off-Road","E1","1"
12,"VOLVO","CARS","exc. Off-Road","E2","2"
12,"VOLVO","CARS","exc. Off-Road","E3","36"
12,"VOLVO","CARS","exc. Off-Road","E4","38"
12,"VOLVO","CARS","exc. Off-Road","E5","66"
12,"VOLVO","CARS","exc. Off-Road","E6","47"
12,"VOLVO","CARS","exc. Off-Road","","9"
12,"VOLVO","CARS","Off-Road","E3","1"
12,"VOLVO","CARS","Off-Road","E4","20"
